Credit Score,Finance Type,Trade-in Value,Loan Booked
846,Purchase,29550,7/31/2018 0:00
597,Refi,6775,7/31/2018 0:00
868,Purchase,29400,7/31/2018 0:00
790,Purchase,10800,7/31/2018 0:00
584,Refi,8825,7/31/2018 0:00
674,Refi,13175,7/31/2018 0:00
647,Refi,13250,7/31/2018 0:00
692,Purchase,11200,7/31/2018 0:00
860,Purchase,18075,7/31/2018 0:00
692,Purchase,11950,7/31/2018 0:00
685,Purchase,9875,7/31/2018 0:00
728,Refi,31900,7/31/2018 0:00
619,Refi,10425,7/31/2018 0:00
607,Refi,24775,7/31/2018 0:00
772,Purchase,12650,7/31/2018 0:00
598,Refi,16075,7/31/2018 0:00
664,Refi,23275,7/31/2018 0:00
752,Refi,29900,7/31/2018 0:00
772,Purchase,13950,7/31/2018 0:00
840,Purchase,16225,7/31/2018 0:00
583,Refi,23900,7/31/2018 0:00
701,Refi,20100,7/31/2018 0:00
677,Purchase,4275,7/31/2018 0:00
715,Purchase,13775,7/31/2018 0:00
603,Refi,14725,7/31/2018 0:00
747,Purchase,11425,7/31/2018 0:00
634,Refi,30575,7/31/2018 0:00
705,Refi,11000,7/31/2018 0:00
830,Purchase,22275,7/31/2018 0:00
756,Purchase,42200,7/31/2018 0:00
671,Refi,10100,7/31/2018 0:00
757,Purchase,11000,7/31/2018 0:00
612,Refi,16575,7/31/2018 0:00
621,Refi,18525,7/31/2018 0:00
750,Purchase,16250,7/31/2018 0:00
572,Refi,29600,7/31/2018 0:00
700,Purchase,13975,7/31/2018 0:00
633,Refi,9750,7/31/2018 0:00
769,Purchase,11775,7/31/2018 0:00
647,Refi,18100,7/31/2018 0:00
639,Purchase,8650,7/31/2018 0:00
804,Purchase,10050,7/31/2018 0:00
868,Purchase,10075,7/31/2018 0:00
805,Purchase,15900,7/31/2018 0:00
849,Purchase,15375,7/31/2018 0:00
651,Refi,9325,7/31/2018 0:00
714,Purchase,19875,7/31/2018 0:00
697,Purchase,19600,7/31/2018 0:00
578,Refi,29650,7/31/2018 0:00
687,Refi,11650,7/31/2018 0:00
643,Refi,13475,7/31/2018 0:00
635,Purchase,8425,8/1/2018 0:00
663,Refi,9050,8/1/2018 0:00
795,Purchase,16450,8/1/2018 0:00
774,Purchase,24250,8/1/2018 0:00
834,Purchase,15350,8/1/2018 0:00
620,Refi,9300,8/1/2018 0:00
644,Purchase,9700,8/1/2018 0:00
0,Purchase,20375,8/1/2018 0:00
633,Refi,31500,8/1/2018 0:00
703,Refi,18775,8/1/2018 0:00
563,Purchase,16575,8/1/2018 0:00
646,Refi,20325,8/1/2018 0:00
797,Purchase,22050,8/1/2018 0:00
659,Refi,13350,8/1/2018 0:00
620,Refi,24179,8/1/2018 0:00
794,Purchase,23000,8/1/2018 0:00
757,Purchase,17625,8/1/2018 0:00
755,Purchase,11775,8/1/2018 0:00
648,Refi,21675,8/1/2018 0:00
635,Refi,15275,8/1/2018 0:00
770,Purchase,15950,8/1/2018 0:00
773,Purchase,13000,8/1/2018 0:00
743,Purchase,25400,8/1/2018 0:00
781,Purchase,15400,8/1/2018 0:00
777,Purchase,24125,8/1/2018 0:00
565,Refi,20500,8/1/2018 0:00
668,Refi,5175,8/1/2018 17:28
857,Purchase,12475,8/2/2018 0:00
694,Refi,20125,8/2/2018 0:00
701,Refi,84200,8/2/2018 0:00
636,Purchase,11225,8/2/2018 0:00
684,Refi,7600,8/2/2018 0:00
593,Refi,16025,8/2/2018 0:00
652,Refi,8775,8/2/2018 0:00
578,Refi,16150,8/2/2018 0:00
717,Refi,32000,8/2/2018 0:00
642,Refi,15650,8/2/2018 0:00
830,Purchase,9250,8/2/2018 0:00
717,Purchase,20400,8/2/2018 0:00
835,Purchase,12300,8/2/2018 0:00
758,Purchase,17725,8/2/2018 0:00
785,Purchase,19025,8/2/2018 0:00
849,Purchase,14750,8/2/2018 0:00
853,Purchase,11375,8/2/2018 0:00
721,Purchase,19225,8/2/2018 0:00
626,Purchase,13400,8/2/2018 0:00
594,Refi,13150,8/2/2018 0:00
779,Purchase,14125,8/2/2018 0:00
661,Purchase,11450,8/2/2018 0:00
709,Purchase,8000,8/2/2018 0:00
649,Refi,17200,8/2/2018 0:00
578,Refi,12350,8/2/2018 0:00
725,Purchase,9450,8/2/2018 0:00
735,Purchase,13925,8/2/2018 0:00
579,Purchase,9150,8/2/2018 0:00
563,Purchase,20725,8/2/2018 0:00
789,Purchase,29600,8/2/2018 0:00
657,Purchase,32025,8/2/2018 0:00
859,Purchase,31250,8/3/2018 0:00
625,Refi,8550,8/3/2018 0:00
673,Refi,18775,8/3/2018 0:00
593,Purchase,17775,8/3/2018 0:00
662,Refi,7275,8/3/2018 0:00
753,Purchase,5650,8/3/2018 0:00
709,Refi,15825,8/3/2018 0:00
672,Purchase,18025,8/3/2018 0:00
660,Refi,10850,8/3/2018 0:00
731,Purchase,15675,8/3/2018 0:00
640,Purchase,6188,8/3/2018 0:00
572,Refi,20482,8/3/2018 0:00
660,Refi,8525,8/3/2018 0:00
674,Refi,12725,8/3/2018 0:00
571,Refi,14500,8/3/2018 0:00
706,Purchase,17800,8/3/2018 0:00
634,Purchase,9375,8/3/2018 0:00
736,Refi,21800,8/3/2018 0:00
588,Refi,14464,8/3/2018 0:00
742,Purchase,10925,8/3/2018 0:00
828,Purchase,21100,8/3/2018 0:00
612,Refi,23525,8/3/2018 0:00
580,Refi,27750,8/3/2018 0:00
706,Purchase,15775,8/3/2018 0:00
653,Purchase,18850,8/3/2018 0:00
578,Purchase,14275,8/3/2018 0:00
663,Purchase,15700,8/3/2018 0:00
848,Purchase,27800,8/6/2018 0:00
602,Refi,19100,8/6/2018 0:00
761,Purchase,11700,8/6/2018 0:00
767,Refi,11000,8/6/2018 0:00
611,Refi,9650,8/6/2018 0:00
566,Refi,18050,8/6/2018 0:00
644,Refi,17425,8/6/2018 0:00
636,Refi,11950,8/6/2018 0:00
852,Purchase,21500,8/6/2018 0:00
822,Purchase,23550,8/6/2018 0:00
810,Purchase,18225,8/6/2018 0:00
760,Purchase,17275,8/6/2018 0:00
851,Purchase,12475,8/6/2018 0:00
703,Purchase,9100,8/6/2018 0:00
721,Purchase,27100,8/6/2018 0:00
760,Purchase,21350,8/6/2018 0:00
794,Purchase,17700,8/6/2018 0:00
557,Refi,17325,8/6/2018 0:00
644,Refi,16300,8/6/2018 0:00
743,Purchase,9950,8/6/2018 0:00
821,Purchase,15775,8/6/2018 0:00
655,Refi,10200,8/6/2018 0:00
666,Purchase,16400,8/6/2018 0:00
568,Refi,38000,8/7/2018 0:00
627,Refi,17900,8/7/2018 0:00
678,Refi,32875,8/7/2018 0:00
581,Refi,10200,8/7/2018 0:00
639,Refi,18750,8/7/2018 0:00
859,Purchase,16450,8/7/2018 0:00
671,Refi,18600,8/7/2018 0:00
715,Refi,7700,8/7/2018 0:00
619,Refi,23125,8/7/2018 0:00
777,Purchase,10050,8/7/2018 0:00
720,Refi,26575,8/7/2018 0:00
670,Refi,17150,8/7/2018 0:00
756,Purchase,21175,8/7/2018 0:00
589,Refi,13275,8/7/2018 0:00
715,Refi,11525,8/7/2018 0:00
666,Refi,10175,8/7/2018 0:00
664,Purchase,24925,8/7/2018 0:00
684,Refi,6125,8/7/2018 0:00
623,Purchase,49075,8/7/2018 0:00
615,Refi,22625,8/7/2018 0:00
684,Refi,32925,8/7/2018 0:00
659,Refi,7325,8/7/2018 0:00
662,Refi,6775,8/7/2018 0:00
711,Refi,9050,8/7/2018 0:00
671,Refi,10450,8/7/2018 0:00
753,Purchase,22700,8/7/2018 0:00
707,Purchase,12950,8/7/2018 0:00
585,Refi,8925,8/7/2018 0:00
708,Refi,29975,8/7/2018 0:00
741,Purchase,15100,8/7/2018 0:00
608,Refi,13975,8/7/2018 0:00
703,Purchase,15800,8/7/2018 0:00
664,Refi,18825,8/7/2018 0:00
777,Purchase,15375,8/7/2018 0:00
802,Purchase,20725,8/7/2018 0:00
569,Refi,14675,8/7/2018 0:00
660,Purchase,12700,8/7/2018 0:00
766,Purchase,17725,8/7/2018 0:00
683,Refi,25825,8/7/2018 0:00
722,Refi,15725,8/7/2018 0:00
680,Purchase,38275,8/7/2018 0:00
667,Refi,6475,8/7/2018 0:00
598,Refi,20350,8/7/2018 0:00
597,Refi,27675,8/7/2018 0:00
782,Purchase,16725,8/8/2018 0:00
794,Purchase,10025,8/8/2018 0:00
516,Purchase,20350,8/8/2018 0:00
656,Refi,29850,8/8/2018 0:00
720,Refi,6975,8/8/2018 0:00
683,Refi,12800,8/8/2018 0:00
666,Purchase,24275,8/8/2018 0:00
671,Refi,8575,8/8/2018 0:00
701,Refi,12100,8/8/2018 0:00
606,Refi,27425,8/8/2018 0:00
665,Purchase,12450,8/8/2018 0:00
618,Refi,32675,8/8/2018 0:00
620,Refi,10200,8/8/2018 0:00
709,Purchase,14550,8/8/2018 0:00
661,Refi,26275,8/8/2018 0:00
625,Refi,11800,8/8/2018 0:00
705,Purchase,10900,8/8/2018 0:00
753,Purchase,24925,8/8/2018 0:00
711,Refi,9125,8/8/2018 0:00
810,Purchase,16750,8/8/2018 0:00
733,Purchase,16700,8/8/2018 0:00
710,Refi,11275,8/8/2018 0:00
639,Purchase,13950,8/8/2018 0:00
701,Refi,33450,8/8/2018 0:00
724,Refi,28000,8/8/2018 0:00
676,Refi,11900,8/8/2018 0:00
615,Refi,8900,8/8/2018 0:00
594,Purchase,12400,8/8/2018 0:00
800,Purchase,19825,8/8/2018 0:00
833,Purchase,13550,8/8/2018 0:00
763,Purchase,12075,8/8/2018 0:00
748,Purchase,37075,8/8/2018 0:00
705,Refi,15225,8/8/2018 0:00
851,Purchase,17850,8/8/2018 0:00
704,Refi,14350,8/8/2018 0:00
683,Purchase,20650,8/8/2018 0:00
606,Refi,23550,8/8/2018 0:00
852,Purchase,12500,8/8/2018 0:00
726,Purchase,18425,8/8/2018 0:00
625,Refi,8275,8/8/2018 0:00
534,Purchase,16675,8/8/2018 0:00
510,Purchase,10600,8/8/2018 0:00
571,Purchase,10875,8/8/2018 0:00
632,Purchase,32900,8/8/2018 0:00
707,Purchase,9600,8/8/2018 0:00
730,Purchase,11375,8/8/2018 0:00
733,Purchase,17625,8/8/2018 0:00
696,Purchase,30675,8/8/2018 0:00
669,Purchase,26850,8/8/2018 0:00
877,Purchase,28300,8/8/2018 0:00
587,Refi,24900,8/8/2018 0:00
734,Refi,17175,8/8/2018 0:00
585,Refi,8850,8/8/2018 0:00
562,Purchase,9725,8/8/2018 0:00
697,Refi,10975,8/9/2018 0:00
625,Refi,21250,8/9/2018 0:00
642,Refi,18775,8/9/2018 0:00
744,Refi,10350,8/9/2018 0:00
704,Purchase,26150,8/9/2018 0:00
602,Refi,10150,8/9/2018 0:00
754,Refi,39925,8/9/2018 0:00
818,Purchase,14900,8/9/2018 0:00
813,Purchase,27775,8/9/2018 0:00
647,Refi,16650,8/9/2018 0:00
584,Refi,12325,8/9/2018 0:00
740,Purchase,12950,8/9/2018 0:00
618,Refi,10975,8/9/2018 0:00
760,Purchase,25125,8/9/2018 0:00
590,Refi,14425,8/9/2018 0:00
555,Refi,24900,8/9/2018 0:00
663,Refi,16500,8/9/2018 0:00
768,Purchase,23825,8/9/2018 0:00
607,Refi,12275,8/9/2018 0:00
709,Refi,13925,8/9/2018 0:00
635,Purchase,14550,8/9/2018 0:00
651,Refi,6950,8/9/2018 12:06
737,Refi,6100,8/9/2018 17:54
580,Purchase,9200,8/10/2018 0:00
819,Purchase,9925,8/10/2018 0:00
1,Purchase,8875,8/10/2018 0:00
631,Refi,12975,8/10/2018 0:00
609,Refi,18850,8/10/2018 0:00
710,Purchase,18225,8/10/2018 0:00
668,Purchase,10625,8/10/2018 0:00
612,Purchase,19100,8/10/2018 0:00
583,Refi,39174,8/10/2018 0:00
620,Refi,27900,8/10/2018 0:00
674,Refi,21600,8/10/2018 0:00
628,Refi,19975,8/10/2018 0:00
785,Purchase,11375,8/10/2018 0:00
746,Purchase,26025,8/10/2018 0:00
752,Purchase,35350,8/10/2018 0:00
586,Purchase,9725,8/10/2018 0:00
781,Purchase,14925,8/10/2018 0:00
595,Refi,14525,8/10/2018 0:00
853,Purchase,29175,8/10/2018 0:00
779,Purchase,29935,8/10/2018 0:00
721,Purchase,12325,8/10/2018 0:00
596,Refi,29150,8/10/2018 0:00
707,Purchase,16975,8/10/2018 0:00
614,Refi,9650,8/13/2018 0:00
723,Purchase,18650,8/13/2018 0:00
613,Purchase,17775,8/13/2018 0:00
793,Purchase,21725,8/13/2018 0:00
742,Purchase,30675,8/13/2018 0:00
632,Refi,8025,8/13/2018 0:00
640,Refi,6900,8/13/2018 0:00
719,Refi,7350,8/13/2018 0:00
747,Refi,30400,8/13/2018 0:00
625,Purchase,18075,8/13/2018 0:00
836,Purchase,14150,8/13/2018 0:00
647,Refi,18450,8/13/2018 0:00
823,Purchase,12850,8/13/2018 0:00
609,Refi,17700,8/13/2018 0:00
721,Refi,6050,8/13/2018 0:00
607,Refi,14850,8/13/2018 0:00
676,Refi,10625,8/13/2018 0:00
832,Purchase,17375,8/13/2018 0:00
647,Purchase,11450,8/13/2018 0:00
632,Refi,8625,8/13/2018 0:00
664,Refi,19800,8/13/2018 0:00
846,Purchase,15100,8/13/2018 0:00
846,Purchase,17025,8/13/2018 0:00
710,Purchase,21800,8/13/2018 0:00
649,Refi,23200,8/13/2018 0:00
856,Purchase,16875,8/13/2018 0:00
578,Purchase,28750,8/13/2018 0:00
639,Refi,34650,8/13/2018 0:00
717,Refi,10275,8/13/2018 0:00
813,Purchase,12975,8/13/2018 0:00
552,Purchase,16475,8/13/2018 0:00
656,Refi,16725,8/13/2018 0:00
873,Purchase,28275,8/13/2018 0:00
783,Purchase,10600,8/13/2018 0:00
680,Purchase,15200,8/13/2018 0:00
734,Purchase,14550,8/13/2018 0:00
643,Refi,5525,8/13/2018 11:46
668,Refi,26150,8/14/2018 0:00
593,Refi,33025,8/14/2018 0:00
659,Refi,16350,8/14/2018 0:00
710,Purchase,14125,8/14/2018 0:00
802,Purchase,12625,8/14/2018 0:00
707,Purchase,9625,8/14/2018 0:00
702,Refi,17250,8/14/2018 0:00
849,Purchase,8500,8/14/2018 0:00
687,Refi,14175,8/14/2018 0:00
612,Refi,24050,8/14/2018 0:00
640,Refi,14975,8/14/2018 0:00
676,Refi,15850,8/14/2018 0:00
623,Refi,28925,8/14/2018 0:00
621,Refi,6900,8/14/2018 0:00
825,Purchase,23525,8/14/2018 0:00
735,Purchase,8725,8/14/2018 0:00
625,Purchase,12350,8/14/2018 0:00
861,Purchase,11525,8/14/2018 0:00
641,Refi,13125,8/14/2018 0:00
851,Purchase,14175,8/14/2018 0:00
661,Refi,31150,8/14/2018 0:00
710,Refi,8175,8/14/2018 0:00
693,Refi,10300,8/14/2018 0:00
676,Refi,17975,8/14/2018 0:00
607,Refi,20875,8/14/2018 0:00
640,Refi,5525,8/14/2018 11:41
706,Purchase,12525,8/15/2018 0:00
606,Refi,23525,8/15/2018 0:00
701,Refi,9875,8/15/2018 0:00
647,Refi,16650,8/15/2018 0:00
658,Refi,30925,8/15/2018 0:00
671,Purchase,26275,8/15/2018 0:00
670,Refi,15375,8/15/2018 0:00
872,Purchase,26200,8/15/2018 0:00
728,Purchase,12375,8/15/2018 0:00
750,Purchase,22500,8/15/2018 0:00
648,Refi,12725,8/15/2018 0:00
687,Refi,8725,8/15/2018 0:00
630,Refi,9050,8/15/2018 0:00
829,Purchase,19875,8/15/2018 0:00
675,Refi,8275,8/15/2018 0:00
685,Purchase,14100,8/15/2018 0:00
670,Refi,18675,8/15/2018 0:00
700,Refi,21200,8/15/2018 0:00
1,Purchase,14150,8/15/2018 0:00
682,Refi,6025,8/15/2018 0:00
737,Purchase,25600,8/15/2018 0:00
599,Refi,11075,8/15/2018 0:00
738,Purchase,12875,8/15/2018 0:00
758,Purchase,24650,8/15/2018 0:00
642,Refi,18500,8/15/2018 0:00
634,Refi,21725,8/15/2018 0:00
706,Refi,6875,8/15/2018 0:00
729,Purchase,18900,8/15/2018 0:00
575,Purchase,11300,8/16/2018 0:00
617,Refi,18675,8/16/2018 0:00
575,Refi,26975,8/16/2018 0:00
614,Refi,12150,8/16/2018 0:00
606,Refi,18525,8/16/2018 0:00
818,Purchase,22050,8/16/2018 0:00
746,Purchase,22400,8/16/2018 0:00
644,Purchase,26125,8/16/2018 0:00
630,Refi,17850,8/16/2018 0:00
615,Refi,20400,8/16/2018 0:00
614,Refi,10500,8/16/2018 0:00
832,Purchase,27100,8/16/2018 0:00
651,Refi,10725,8/16/2018 0:00
586,Refi,15725,8/16/2018 0:00
605,Purchase,10300,8/16/2018 0:00
737,Purchase,20475,8/16/2018 0:00
670,Purchase,9925,8/16/2018 0:00
619,Refi,22800,8/16/2018 0:00
769,Purchase,12800,8/16/2018 0:00
652,Purchase,31500,8/16/2018 0:00
777,Purchase,20975,8/16/2018 0:00
627,Refi,9675,8/16/2018 0:00
670,Purchase,9500,8/16/2018 0:00
710,Purchase,10450,8/16/2018 0:00
742,Purchase,24475,8/16/2018 0:00
820,Refi,19650,8/16/2018 0:00
659,Refi,15675,8/16/2018 12:29
644,Refi,12125,8/17/2018 0:00
654,Purchase,8600,8/17/2018 0:00
658,Refi,24125,8/17/2018 0:00
629,Purchase,11150,8/17/2018 0:00
753,Purchase,15900,8/17/2018 0:00
543,Purchase,13775,8/17/2018 0:00
785,Refi,23025,8/17/2018 0:00
868,Purchase,23000,8/17/2018 0:00
614,Refi,24425,8/17/2018 0:00
644,Purchase,7400,8/17/2018 0:00
622,Purchase,17225,8/17/2018 0:00
687,Refi,10425,8/17/2018 0:00
724,Purchase,24875,8/17/2018 0:00
598,Purchase,23000,8/17/2018 0:00
741,Purchase,9650,8/17/2018 0:00
875,Purchase,25125,8/17/2018 0:00
585,Refi,6825,8/17/2018 16:43
845,Purchase,10175,8/20/2018 0:00
614,Purchase,16575,8/20/2018 0:00
846,Purchase,20950,8/20/2018 0:00
693,Refi,18200,8/20/2018 0:00
792,Purchase,16400,8/20/2018 0:00
798,Purchase,38825,8/20/2018 0:00
861,Purchase,11525,8/20/2018 0:00
739,Purchase,12125,8/20/2018 0:00
758,Purchase,13900,8/20/2018 0:00
808,Purchase,12525,8/20/2018 0:00
742,Purchase,9100,8/20/2018 0:00
774,Purchase,18175,8/20/2018 0:00
678,Purchase,27750,8/20/2018 0:00
838,Purchase,16100,8/20/2018 0:00
667,Refi,17175,8/20/2018 0:00
636,Refi,18850,8/20/2018 0:00
625,Refi,7400,8/20/2018 0:00
662,Refi,18575,8/20/2018 0:00
780,Purchase,13675,8/20/2018 0:00
649,Refi,19975,8/20/2018 0:00
706,Purchase,21425,8/20/2018 0:00
743,Purchase,12300,8/20/2018 0:00
597,Refi,19800,8/20/2018 0:00
737,Purchase,21000,8/20/2018 0:00
772,Purchase,18725,8/20/2018 0:00
666,Refi,7075,8/20/2018 0:00
583,Refi,16225,8/20/2018 0:00
618,Refi,23325,8/20/2018 0:00
783,Purchase,13125,8/20/2018 0:00
626,Refi,21975,8/20/2018 0:00
566,Purchase,20475,8/20/2018 0:00
784,Purchase,19875,8/21/2018 0:00
844,Refi,17675,8/21/2018 0:00
606,Purchase,15625,8/21/2018 0:00
649,Refi,19325,8/21/2018 0:00
702,Purchase,10275,8/21/2018 0:00
705,Purchase,19350,8/21/2018 0:00
605,Refi,27200,8/21/2018 0:00
776,Refi,35100,8/21/2018 0:00
606,Refi,6725,8/21/2018 0:00
621,Purchase,10950,8/21/2018 0:00
728,Refi,6488,8/21/2018 0:00
862,Purchase,15625,8/21/2018 0:00
751,Refi,9025,8/21/2018 0:00
859,Purchase,14225,8/21/2018 0:00
662,Refi,13650,8/21/2018 0:00
627,Refi,8625,8/21/2018 0:00
637,Refi,12700,8/21/2018 0:00
614,Refi,14675,8/21/2018 0:00
652,Refi,16150,8/21/2018 0:00
562,Refi,20525,8/21/2018 0:00
762,Purchase,11525,8/21/2018 0:00
656,Refi,22050,8/21/2018 0:00
642,Refi,57450,8/21/2018 0:00
623,Purchase,21625,8/21/2018 0:00
752,Purchase,8225,8/21/2018 0:00
653,Purchase,16275,8/21/2018 0:00
589,Refi,27500,8/21/2018 0:00
673,Purchase,8700,8/21/2018 0:00
662,Refi,19450,8/21/2018 10:42
608,Refi,22525,8/21/2018 10:42
601,Refi,9950,8/21/2018 10:42
755,Purchase,11000,8/22/2018 0:00
703,Purchase,14850,8/22/2018 0:00
584,Refi,8125,8/22/2018 0:00
772,Refi,10975,8/22/2018 0:00
650,Purchase,13175,8/22/2018 0:00
863,Purchase,11075,8/22/2018 0:00
804,Purchase,28725,8/22/2018 0:00
626,Purchase,12725,8/22/2018 0:00
678,Refi,14850,8/22/2018 0:00
856,Purchase,20050,8/22/2018 0:00
593,Refi,7425,8/22/2018 0:00
529,Purchase,13150,8/22/2018 0:00
607,Refi,12375,8/22/2018 0:00
717,Purchase,18175,8/22/2018 0:00
766,Purchase,21800,8/22/2018 0:00
589,Purchase,20575,8/22/2018 0:00
651,Purchase,10025,8/22/2018 0:00
605,Purchase,11575,8/22/2018 0:00
651,Refi,7975,8/22/2018 0:00
651,Refi,11925,8/22/2018 0:00
672,Purchase,10850,8/22/2018 0:00
838,Purchase,32925,8/22/2018 0:00
583,Purchase,15750,8/22/2018 0:00
878,Purchase,15800,8/22/2018 0:00
676,Refi,4775,8/22/2018 0:00
708,Purchase,14700,8/22/2018 0:00
622,Refi,14150,8/22/2018 11:54
672,Refi,44500,8/22/2018 14:05
649,Refi,24000,8/22/2018 14:50
752,Purchase,33225,8/23/2018 0:00
584,Refi,11975,8/23/2018 0:00
703,Refi,12800,8/23/2018 0:00
573,Refi,12525,8/23/2018 0:00
814,Purchase,21550,8/23/2018 0:00
636,Refi,21300,8/23/2018 0:00
768,Purchase,12750,8/23/2018 0:00
825,Purchase,46700,8/23/2018 0:00
660,Refi,15100,8/23/2018 0:00
612,Purchase,20525,8/23/2018 0:00
677,Purchase,22575,8/23/2018 0:00
635,Refi,28900,8/23/2018 0:00
621,Refi,16750,8/23/2018 0:00
823,Purchase,27100,8/23/2018 0:00
828,Purchase,25450,8/23/2018 0:00
634,Purchase,14800,8/23/2018 0:00
592,Refi,27475,8/23/2018 0:00
853,Purchase,28550,8/23/2018 0:00
677,Purchase,12575,8/23/2018 0:00
647,Refi,18575,8/23/2018 0:00
664,Refi,9950,8/23/2018 0:00
602,Refi,7650,8/23/2018 0:00
673,Purchase,20575,8/23/2018 0:00
743,Purchase,15150,8/23/2018 0:00
547,Purchase,9825,8/23/2018 0:00
730,Purchase,20425,8/23/2018 0:00
664,Refi,15575,8/23/2018 0:00
570,Purchase,7025,8/23/2018 0:00
729,Refi,16825,8/23/2018 0:00
855,Purchase,16250,8/23/2018 0:00
666,Refi,24625,8/23/2018 0:00
879,Purchase,12500,8/23/2018 0:00
636,Refi,9975,8/23/2018 0:00
674,Refi,7925,8/23/2018 19:36
650,Refi,15225,8/23/2018 19:56
769,Purchase,12575,8/24/2018 0:00
677,Refi,22950,8/24/2018 0:00
668,Refi,25425,8/24/2018 0:00
666,Purchase,12375,8/24/2018 0:00
694,Refi,10575,8/24/2018 0:00
634,Refi,26675,8/24/2018 0:00
653,Refi,19975,8/24/2018 0:00
727,Purchase,13950,8/24/2018 0:00
600,Refi,7125,8/24/2018 0:00
622,Refi,22900,8/24/2018 0:00
682,Refi,7750,8/24/2018 0:00
617,Refi,27975,8/24/2018 0:00
612,Refi,10475,8/24/2018 0:00
633,Refi,8350,8/24/2018 0:00
845,Purchase,18600,8/24/2018 0:00
677,Refi,20425,8/24/2018 0:00
798,Purchase,28925,8/24/2018 0:00
828,Purchase,14825,8/24/2018 0:00
589,Purchase,12950,8/24/2018 0:00
849,Purchase,24825,8/24/2018 0:00
787,Refi,10675,8/24/2018 0:00
797,Purchase,13025,8/24/2018 0:00
784,Purchase,22225,8/24/2018 0:00
615,Refi,15850,8/24/2018 0:00
631,Purchase,13000,8/24/2018 0:00
597,Purchase,18250,8/24/2018 0:00
548,Purchase,19875,8/24/2018 0:00
573,Refi,11025,8/24/2018 0:00
758,Purchase,17625,8/24/2018 0:00
728,Purchase,7625,8/24/2018 0:00
618,Refi,8400,8/24/2018 19:40
690,Purchase,8450,8/27/2018 0:00
681,Purchase,11550,8/27/2018 0:00
592,Refi,10800,8/27/2018 0:00
739,Purchase,15375,8/27/2018 0:00
610,Refi,6125,8/27/2018 0:00
783,Purchase,10800,8/27/2018 0:00
784,Purchase,20025,8/27/2018 0:00
847,Purchase,16050,8/27/2018 0:00
808,Purchase,9975,8/27/2018 0:00
654,Refi,7800,8/27/2018 0:00
736,Purchase,40850,8/27/2018 0:00
781,Refi,16975,8/27/2018 0:00
747,Purchase,11325,8/27/2018 0:00
784,Purchase,24875,8/27/2018 0:00
600,Refi,17250,8/27/2018 0:00
820,Purchase,18400,8/27/2018 0:00
663,Refi,18150,8/27/2018 0:00
650,Refi,5925,8/27/2018 0:00
865,Purchase,20325,8/28/2018 0:00
698,Refi,21525,8/28/2018 0:00
761,Purchase,11025,8/28/2018 0:00
603,Refi,20850,8/28/2018 0:00
654,Refi,14175,8/28/2018 0:00
674,Refi,12000,8/28/2018 0:00
766,Refi,24425,8/28/2018 0:00
683,Refi,8325,8/28/2018 0:00
564,Purchase,25325,8/28/2018 0:00
793,Purchase,14025,8/28/2018 0:00
728,Purchase,53150,8/28/2018 0:00
794,Purchase,15800,8/28/2018 0:00
654,Refi,13525,8/28/2018 0:00
590,Refi,23500,8/28/2018 0:00
684,Refi,7750,8/28/2018 0:00
742,Purchase,26875,8/28/2018 0:00
852,Purchase,12125,8/28/2018 0:00
597,Purchase,10025,8/28/2018 0:00
679,Refi,15760,8/28/2018 0:00
650,Purchase,7850,8/28/2018 0:00
750,Purchase,11525,8/28/2018 0:00
675,Refi,5675,8/28/2018 0:00
651,Refi,9325,8/28/2018 0:00
729,Purchase,10972,8/28/2018 0:00
864,Purchase,20850,8/28/2018 0:00
587,Refi,15925,8/28/2018 0:00
705,Purchase,13750,8/28/2018 0:00
832,Purchase,17450,8/29/2018 0:00
601,Refi,5400,8/29/2018 0:00
592,Refi,17925,8/29/2018 0:00
625,Purchase,10375,8/29/2018 0:00
688,Refi,26275,8/29/2018 0:00
666,Refi,7175,8/29/2018 0:00
751,Purchase,21925,8/29/2018 0:00
678,Purchase,23000,8/29/2018 0:00
609,Refi,8050,8/29/2018 0:00
686,Purchase,18300,8/29/2018 0:00
617,Refi,27875,8/29/2018 0:00
858,Purchase,17175,8/29/2018 0:00
681,Purchase,12750,8/29/2018 0:00
700,Purchase,21050,8/29/2018 0:00
735,Refi,6750,8/29/2018 0:00
709,Purchase,21525,8/29/2018 0:00
698,Refi,34750,8/29/2018 0:00
680,Purchase,15100,8/29/2018 0:00
782,Purchase,11850,8/29/2018 0:00
676,Refi,28075,8/29/2018 0:00
584,Refi,11950,8/29/2018 0:00
722,Purchase,8125,8/29/2018 0:00
710,Refi,5925,8/29/2018 0:00
661,Refi,50225,8/29/2018 0:00
864,Purchase,11275,8/29/2018 0:00
738,Purchase,9175,8/29/2018 0:00
618,Refi,14650,8/29/2018 0:00
680,Purchase,14600,8/29/2018 0:00
596,Refi,26525,8/29/2018 0:00
618,Purchase,9950,8/29/2018 0:00
742,Purchase,8300,8/30/2018 0:00
598,Purchase,13675,8/30/2018 0:00
715,Purchase,12275,8/30/2018 0:00
694,Purchase,14775,8/30/2018 0:00
631,Refi,10525,8/30/2018 0:00
873,Purchase,10000,8/30/2018 0:00
747,Refi,39850,8/30/2018 0:00
731,Purchase,12125,8/30/2018 0:00
600,Refi,15125,8/30/2018 0:00
729,Purchase,11725,8/30/2018 0:00
